Crop,Crop_Year,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield,Production
-1.886683241562077,-1.8663753832052075,1.6054371705588877,-1.3698327865702247,-0.14480228274277063,0.7511974591383891,-0.17987979466197013,-0.12174501783427887,-0.0901279452635981,56708
-1.8224177947838072,-1.8663753832052075,-0.8485858446422357,-1.3698327865702247,-0.2364726938878747,0.7511974591383891,-0.247216987907071,-0.21938511881053258,-0.0902254674602154,4685
-1.37255966733592,-1.8663753832052075,-0.8485858446422357,-1.3698327865702247,-0.2444433813478469,0.7511974591383891,-0.25307191661398903,-0.22787486723339007,-0.09076299462712897,22
-1.3082942205576504,-1.8663753832052075,1.6054371705588877,-1.3698327865702247,-0.21870683529493204,0.7511974591383891,-0.2341669422239061,-0.2004623256728538,5.872927650191216,126905000
-1.1797633270011112,-1.8663753832052075,-0.8485858446422357,-1.3698327865702247,-0.24315655404520117,0.7511974591383891,-0.2521266678944849,-0.22650424015536327,-0.09055511678658254,794
-1.051232433444572,-1.8663753832052075,1.6054371705588877,-1.3698327865702247,-0.22698865385246864,0.7511974591383891,-0.24025041462970745,-0.20928346643271034,-0.0903015230726677,9073
-0.8584360931097632,-1.8663753832052075,-0.030578172908527938,-1.3698327865702247,-0.24146443754967548,0.7511974591383891,-0.25088371093564593,-0.22470193095414032,-0.09050439804448272,1507
-0.5371088592184151,-1.8663753832052075,-0.8485858446422357,-1.3698327865702247,-0.11654666648764574,0.7511974591383891,-0.15912441821864784,-0.09164936112418003,-0.07974009870753376,904095
-0.40857796566187593,-1.8663753832052075,-0.030578172908527938,-1.3698327865702247,-0.2317497784112502,0.7511974591383891,-0.24374773465340838,-0.21435464127389336,-0.09050905588809847,5158
-0.3443125188836063,-1.8663753832052075,-0.8485858446422357,-1.3698327865702247,-0.21930726372882825,0.7511974591383891,-0.2346079914673651,-0.20110185474425551,-0.09033338542422174,14721
-0.2157816253270671,-1.8663753832052075,-0.8485858446422357,-1.3698327865702247,-0.23745794236349532,0.7511974591383891,-0.24794070962020143,-0.22043452787769627,-0.08583222668894587,29003
-0.022985284992258277,-1.8663753832052075,1.6054371705588877,-1.3698327865702247,-0.23200086666542497,0.7511974591383891,-0.24393217342794576,-0.21462208070375224,-0.09048515780082902,5076
0.10554560856428094,-1.8663753832052075,1.6054371705588877,-1.3698327865702247,-0.23484198484581567,0.7511974591383891,-0.24601913825722213,-0.21764821599161208,-0.08836710032458141,17943
0.16981105534255053,-1.8663753832052075,-0.030578172908527938,-1.3698327865702247,-0.09774643345630914,0.7511974591383891,-0.14531456497516043,-0.0716248338134956,-0.0904413033882281,58272
0.4911382892338986,-1.8663753832052075,1.6054371705588877,-1.3698327865702247,-0.1428304211814524,0.7511974591383891,-0.178431348851065,-0.11964474622478921,-0.08242517684859167,671871
0.6196691827904378,-1.8663753832052075,-0.030578172908527938,-1.3698327865702247,0.13559506666660603,0.7511974591383891,0.026088197264088533,0.17691215155998796,-0.09040269053825119,154772
0.6839346295687074,-1.8663753832052075,-1.6665935163759436,-1.3698327865702247,0.5832772361997753,0.7511974591383891,0.3549365179563979,0.6537479341474159,-0.09014527154295938,398311
0.6839346295687074,-1.8663753832052075,0.7874294988251799,-1.3698327865702247,-0.006758327349723476,0.7511974591383891,-0.07847856405217202,0.02528852958161983,-0.08982696305312289,209623
0.6839346295687074,-1.8663753832052075,2.423444842292595,-1.3698327865702247,2.13342379314078,0.7511974591383891,1.493608385880106,2.3048419399126048,-0.08996260306274102,1647296
0.8767309699035162,-1.8663753832052075,1.6054371705588877,-1.3698327865702247,-0.2240165331046824,0.7511974591383891,-0.23806722087458546,-0.20611779752927195,-0.09047942120122894,8257
0.9409964166817858,-1.8663753832052075,-0.8485858446422357,-1.3698327865702247,-0.23121485126105176,0.7511974591383891,-0.24335479987287217,-0.21378487901028093,-0.0904958069099941,5391
1.0695273102383251,-1.8663753832052075,-0.8485858446422357,-1.3698327865702247,-0.20279275257652837,0.7511974591383891,-0.2224771325029545,-0.18351189833038434,-0.04333115196020078,1287451
1.1980582037948642,-1.8663753832052075,1.6054371705588877,-1.3698327865702247,-0.23272956844656265,0.7511974591383891,-0.24446744682796187,-0.2153982364404079,-0.08711713308489397,32618
1.262323650573134,-1.8663753832052075,1.6054371705588877,-1.3698327865702247,-0.24216584712927242,0.7511974591383891,-0.25139893664277757,-0.22544901718755045,-0.08600379592763825,11728
1.3265890973514034,-1.8663753832052075,1.6054371705588877,-1.3698327865702247,-0.2449387348058113,0.7511974591383891,-0.2534357822398427,-0.22840247871729646,-0.09060169522387869,26
1.3908545441296731,-1.8663753832052075,1.6054371705588877,-1.3698327865702247,-0.23178662288333018,0.7511974591383891,-0.24377479903880245,-0.2143938851032748,-0.09027150585800205,6974
